Volume;Sphericity;Surface Area;Phi ;Theta;Target;Target_Names
0.01;0.52;0.29;15.36;64.46;2;Bottom
0.01;0.63;0.31;180.43;56.88;2;Bottom
0.01;0.35;0.62;178.37;21.67;2;Bottom
0.01;0.63;0.25;173.34;23.29;2;Bottom
0.02;0.54;0.70;172.57;45.21;2;Bottom
0.01;0.40;0.42;175.98;57.89;2;Bottom
0.01;0.48;0.48;174.40;57.84;2;Bottom
0.01;0.38;0.39;169.11;25.15;2;Bottom
0.03;0.52;0.93;181.41;24.32;2;Bottom
0.01;0.65;0.41;182.63;40.52;2;Bottom
0.01;0.36;0.46;167.19;25.67;2;Bottom
0.01;0.33;0.51;15.17;65.83;2;Bottom
0.01;0.30;0.60;14.37;63.00;2;Bottom
0.07;0.52;1.63;157.49;24.91;2;Bottom
0.01;0.54;0.29;25.66;37.97;2;Bottom
0.01;0.51;0.29;190.85;54.12;2;Bottom
0.01;0.35;0.48;22.43;55.72;2;Bottom
0.03;0.61;0.71;178.78;43.88;2;Bottom
0.07;0.50;1.69;24.15;36.96;2;Bottom
0.01;0.36;0.41;177.87;59.16;2;Bottom
0.01;0.59;0.26;25.52;35.09;2;Bottom
0.01;0.39;0.54;27.28;30.95;2;Bottom
0.01;0.49;0.33;24.84;29.91;2;Bottom
0.01;0.49;0.29;180.95;43.16;2;Bottom
0.01;0.49;0.30;22.43;36.92;2;Bottom
0.01;0.33;0.54;173.44;24.43;2;Bottom
0.01;0.35;0.66;174.66;24.68;2;Bottom
0.08;0.50;1.75;178.07;44.64;2;Bottom
0.01;0.64;0.24;153.12;29.44;2;Bottom
0.01;0.39;0.37;25.82;33.27;2;Bottom
0.01;0.31;0.64;177.41;59.12;2;Bottom
0.02;0.37;0.93;176.50;60.70;2;Bottom
0.02;0.27;1.44;184.61;41.47;2;Bottom
0.01;0.35;0.43;171.34;42.51;2;Bottom
0.08;0.55;1.58;171.98;25.86;2;Bottom
0.01;0.33;0.61;24.54;36.80;2;Bottom
0.01;0.51;0.28;148.88;13.41;2;Bottom
0.01;0.65;0.30;150.20;35.93;2;Bottom
0.02;0.62;0.48;26.44;37.69;2;Bottom
0.02;0.27;1.47;16.71;62.38;2;Bottom
0.01;0.47;0.31;191.15;55.68;2;Bottom
0.01;0.34;0.73;168.32;47.58;2;Bottom
0.04;0.63;0.91;172.23;26.26;2;Bottom
0.02;0.63;0.63;15.90;61.94;2;Bottom
0.03;0.61;0.73;161.36;25.60;2;Bottom
0.01;0.34;0.51;12.80;65.60;2;Bottom
0.01;0.32;0.44;183.41;59.68;2;Bottom
0.61;0.50;6.92;14.66;62.57;2;Bottom
0.06;0.63;1.14;10.83;63.34;2;Bottom
0.07;0.55;1.53;171.12;42.19;2;Bottom
0.01;0.32;0.55;11.41;61.96;2;Bottom
0.01;0.36;0.53;20.19;36.28;2;Bottom
0.01;0.49;0.51;14.54;61.73;2;Bottom
0.01;0.31;0.89;14.30;65.74;2;Bottom
0.01;0.34;0.48;17.20;33.96;2;Bottom
0.01;0.31;0.60;185.53;56.66;2;Bottom
0.01;0.35;0.41;26.25;35.59;2;Bottom
0.01;0.32;0.51;180.69;42.49;2;Bottom
0.01;0.29;0.75;183.32;55.36;2;Bottom
0.01;0.33;0.45;162.79;24.08;2;Bottom
0.01;0.39;0.66;180.09;60.80;2;Bottom
0.01;0.40;0.42;22.15;36.23;2;Bottom
0.01;0.33;0.54;16.40;61.99;2;Bottom
0.01;0.36;0.43;17.17;53.25;2;Bottom
0.02;0.32;0.94;20.30;36.27;2;Bottom
0.01;0.45;0.41;165.99;23.12;2;Bottom
0.01;0.45;0.31;174.03;23.58;2;Bottom
0.01;0.53;0.30;173.59;43.81;2;Bottom
0.01;0.34;0.60;183.82;55.23;2;Bottom
0.01;0.39;0.43;29.84;35.55;2;Bottom
0.01;0.35;0.41;13.66;63.78;2;Bottom
0.01;0.35;0.44;140.12;10.34;2;Bottom
0.01;0.52;0.40;180.78;42.48;2;Bottom
0.01;0.53;0.49;180.60;38.49;2;Bottom
0.01;0.33;0.45;23.71;35.49;2;Bottom
0.01;0.34;0.42;343.66;79.56;2;Bottom
0.02;0.59;0.63;353.52;50.76;2;Bottom
0.01;0.32;0.57;171.80;43.97;2;Bottom
0.01;0.32;0.56;175.27;44.25;2;Bottom
0.02;0.28;1.28;22.41;35.90;2;Bottom
0.01;0.35;0.44;18.13;36.18;2;Bottom
0.01;0.55;0.29;180.42;42.69;2;Bottom
0.01;0.63;0.32;16.24;63.34;2;Bottom
0.01;0.32;0.57;185.50;51.34;2;Bottom
0.05;0.58;1.20;16.54;35.78;2;Bottom
0.01;0.45;0.51;16.06;62.28;2;Bottom
0.01;0.63;0.27;28.32;37.67;2;Bottom
0.01;0.34;0.46;15.37;61.96;2;Bottom
0.01;0.34;0.42;13.26;66.01;2;Bottom
0.01;0.35;0.49;26.85;37.10;2;Bottom
0.01;0.60;0.28;12.50;65.53;2;Bottom
0.01;0.32;0.59;17.91;65.21;2;Bottom
0.06;0.46;1.61;183.33;18.44;2;Bottom
0.01;0.49;0.33;178.85;23.06;2;Bottom
0.01;0.34;0.42;187.23;56.34;2;Bottom
0.04;0.44;1.26;168.43;28.72;2;Bottom
0.01;0.30;0.87;166.82;24.07;2;Bottom
0.01;0.33;0.48;26.56;37.29;2;Bottom
0.01;0.40;0.35;175.75;43.87;2;Bottom
0.02;0.48;0.64;24.33;35.28;2;Bottom
0.01;0.62;0.27;160.73;49.94;2;Bottom
0.01;0.31;0.64;18.75;64.26;2;Bottom
0.01;0.30;0.73;186.34;53.47;2;Bottom
0.01;0.32;0.48;179.17;41.92;2;Bottom
0.02;0.65;0.58;15.08;63.36;2;Bottom
0.01;0.46;0.48;186.84;55.51;2;Bottom
0.01;0.32;0.51;15.10;61.55;2;Bottom
0.01;0.34;0.43;21.41;36.56;2;Bottom
0.01;0.34;0.44;23.17;37.71;2;Bottom
0.01;0.30;0.48;154.00;26.33;2;Bottom
0.01;0.32;0.50;12.42;66.01;2;Bottom
0.01;0.34;0.45;27.81;37.13;2;Bottom
0.01;0.34;0.47;10.98;64.03;2;Bottom
0.01;0.65;0.39;151.65;26.40;2;Bottom
0.01;0.33;0.64;180.85;58.55;2;Bottom
0.01;0.34;0.47;175.56;43.53;2;Bottom
0.01;0.37;0.41;174.91;41.68;2;Bottom
0.01;0.41;0.37;183.06;22.75;2;Bottom
0.01;0.35;0.44;176.70;31.83;2;Bottom
0.03;0.61;0.71;180.29;43.20;2;Bottom
0.01;0.39;0.43;183.94;56.75;2;Bottom
0.01;0.63;0.23;15.46;64.55;2;Bottom
0.01;0.38;0.50;162.42;40.44;2;Bottom
0.01;0.33;0.56;19.55;37.03;2;Bottom
0.01;0.48;0.30;17.47;64.61;2;Bottom
0.01;0.31;0.59;180.75;42.13;2;Bottom
0.01;0.33;0.44;26.46;36.69;2;Bottom
0.01;0.32;0.44;180.43;56.78;2;Bottom
0.01;0.64;0.36;16.53;71.97;2;Bottom
0.01;0.31;0.59;13.83;65.59;2;Bottom
0.01;0.29;0.70;175.62;53.81;2;Bottom
0.01;0.51;0.31;177.20;58.18;2;Bottom
0.01;0.30;0.58;177.52;58.63;2;Bottom
0.01;0.32;0.56;17.73;36.73;2;Bottom
0.01;0.35;0.59;181.96;40.87;2;Bottom
0.01;0.33;0.46;182.31;41.95;2;Bottom
0.01;0.32;0.49;19.16;81.67;2;Bottom
0.03;0.44;1.11;184.56;56.91;2;Bottom
0.01;0.31;0.55;23.02;35.18;2;Bottom
0.01;0.34;0.45;184.03;57.59;2;Bottom
0.01;0.34;0.41;158.45;28.40;2;Bottom
0.11;0.59;1.84;166.01;34.67;2;Bottom
0.01;0.35;0.42;156.89;20.65;2;Bottom
0.01;0.33;0.44;197.52;47.59;2;Bottom
0.01;0.31;0.49;184.60;46.79;2;Bottom
0.01;0.31;0.51;23.68;35.71;2;Bottom
0.02;0.25;1.35;15.20;65.47;2;Bottom
0.01;0.28;0.82;157.91;37.27;2;Bottom
0.01;0.34;0.50;160.12;25.98;2;Bottom
0.01;0.34;0.42;33.94;28.79;2;Bottom
0.01;0.38;0.40;179.58;57.64;2;Bottom
0.01;0.32;0.56;168.36;87.58;2;Bottom
0.01;0.30;0.65;14.23;61.66;2;Bottom
0.01;0.31;0.74;29.59;39.36;2;Bottom
0.01;0.49;0.31;15.74;65.11;2;Bottom
0.02;0.24;1.65;181.38;42.65;2;Bottom
0.01;0.33;0.59;185.96;56.25;2;Bottom
0.01;0.28;0.99;18.95;56.30;2;Bottom
0.01;0.39;0.36;25.39;37.00;2;Bottom
0.03;0.32;1.31;180.21;57.18;2;Bottom
0.01;0.33;0.42;13.24;60.89;2;Bottom
0.01;0.32;0.50;149.19;37.56;2;Bottom
0.04;0.25;2.21;18.96;51.98;2;Bottom
0.01;0.31;0.81;173.58;42.45;2;Bottom
0.01;0.29;1.00;23.33;36.53;2;Bottom
0.01;0.34;0.59;178.95;43.36;2;Bottom
0.01;0.37;0.50;17.52;63.86;2;Bottom
0.01;0.34;0.65;18.92;53.61;2;Bottom
0.01;0.32;0.54;174.18;44.96;2;Bottom
0.01;0.33;0.45;181.12;55.19;2;Bottom
0.01;0.44;0.38;176.76;44.91;2;Bottom
0.01;0.34;0.67;19.71;62.93;2;Bottom
0.01;0.40;0.41;19.56;35.67;2;Bottom
0.01;0.61;0.27;186.41;56.50;2;Bottom
0.01;0.35;0.44;193.93;47.33;2;Bottom
0.01;0.39;0.45;15.92;63.80;2;Bottom
0.04;0.25;2.07;15.37;62.80;2;Bottom
0.01;0.34;0.44;353.04;44.89;2;Bottom
0.01;0.46;0.41;173.58;23.75;2;Bottom
0.01;0.31;0.47;171.21;24.98;2;Bottom
0.01;0.39;0.58;21.29;34.66;2;Bottom
0.01;0.32;0.50;167.43;23.26;2;Bottom
0.01;0.35;0.56;173.65;40.35;2;Bottom
0.01;0.30;0.50;26.14;37.64;2;Bottom
0.01;0.34;0.50;13.36;64.81;2;Bottom
0.01;0.30;0.57;16.04;61.79;2;Bottom
0.01;0.32;0.53;13.73;69.23;2;Bottom
0.01;0.35;0.44;179.50;24.31;2;Bottom
0.01;0.28;0.70;17.79;63.42;2;Bottom
0.01;0.31;0.68;186.59;57.19;2;Bottom
0.01;0.29;0.80;180.29;42.87;2;Bottom
0.01;0.66;0.24;17.21;64.74;2;Bottom
0.01;0.32;0.44;186.16;55.94;2;Bottom
0.01;0.32;0.56;181.96;56.81;2;Bottom
0.01;0.40;0.68;13.67;63.86;2;Bottom
0.01;0.30;0.63;165.28;34.56;2;Bottom
0.01;0.34;0.48;181.69;56.44;2;Bottom
0.01;0.27;1.06;14.02;71.16;2;Bottom
0.05;0.54;1.29;25.87;36.42;2;Bottom
0.01;0.49;0.44;14.36;64.52;2;Bottom
0.01;0.32;0.53;177.46;57.86;2;Bottom
0.01;0.32;0.77;178.91;56.16;2;Bottom
0.01;0.53;0.33;176.25;61.44;2;Bottom
0.01;0.38;0.62;15.18;62.20;2;Bottom
0.01;0.32;0.49;17.63;64.60;2;Bottom
0.01;0.50;0.37;191.17;54.98;2;Bottom
0.02;0.26;1.55;164.99;55.49;2;Bottom
0.01;0.33;0.44;178.50;41.16;2;Bottom
0.01;0.30;0.49;18.98;41.38;2;Bottom
0.01;0.32;0.64;177.05;42.74;2;Bottom
0.01;0.31;0.51;13.69;64.79;2;Bottom
0.01;0.41;0.36;176.67;43.19;2;Bottom
0.01;0.31;0.56;14.95;62.66;2;Bottom
0.02;0.25;1.48;15.45;63.40;2;Bottom
0.01;0.64;0.27;162.26;42.10;2;Bottom
0.04;0.63;0.96;16.93;63.61;2;Bottom
0.01;0.30;0.74;181.80;12.26;2;Bottom
0.01;0.31;0.69;77.95;85.87;2;Bottom
0.01;0.31;0.84;185.61;54.08;2;Bottom
0.01;0.37;0.39;9.49;25.67;2;Bottom
0.01;0.30;0.57;165.87;25.19;2;Bottom
0.01;0.33;0.55;174.87;43.77;2;Bottom
0.01;0.32;0.55;14.96;63.59;2;Bottom
0.02;0.28;1.15;161.38;25.94;2;Bottom
0.03;0.57;0.83;22.54;35.16;2;Bottom
0.01;0.29;0.91;178.78;58.34;2;Bottom
0.01;0.28;0.72;17.94;66.30;2;Bottom
0.02;0.25;1.50;189.97;57.93;2;Bottom
0.01;0.36;0.40;21.34;35.92;2;Bottom
0.01;0.25;1.16;179.10;26.46;2;Bottom
0.01;0.29;0.95;23.76;34.93;2;Bottom
0.01;0.32;0.49;175.34;28.65;2;Bottom
0.01;0.29;0.56;177.78;44.81;2;Bottom
0.01;0.30;0.64;176.78;57.07;2;Bottom
0.01;0.31;0.51;159.39;30.07;2;Bottom
0.01;0.28;0.78;24.86;79.89;2;Bottom
0.02;0.25;1.49;180.50;43.53;2;Bottom
0.01;0.31;0.51;179.76;42.56;2;Bottom
0.01;0.36;0.45;179.18;40.63;2;Bottom
0.01;0.32;0.61;16.06;60.68;2;Bottom
0.02;0.62;0.51;17.13;61.68;2;Bottom
0.01;0.39;0.49;16.99;65.61;2;Bottom
0.01;0.33;0.47;180.64;45.55;2;Bottom
0.01;0.31;0.47;19.77;34.02;2;Bottom
0.01;0.41;0.65;22.73;37.95;2;Bottom
0.01;0.37;0.43;183.57;42.59;2;Bottom
0.01;0.33;0.70;184.80;54.84;2;Bottom
0.01;0.32;0.49;162.07;25.11;2;Bottom
0.01;0.30;0.64;174.03;47.80;2;Bottom
0.01;0.32;0.66;15.70;62.07;2;Bottom
0.01;0.32;0.47;173.82;43.53;2;Bottom
0.04;0.65;0.93;176.93;56.01;2;Bottom
0.01;0.33;0.47;14.11;63.18;2;Bottom
0.05;0.57;1.13;165.98;44.65;2;Bottom
0.01;0.34;0.51;15.96;58.64;2;Bottom
0.01;0.34;0.44;17.57;36.72;2;Bottom
0.04;0.34;1.67;182.74;43.28;2;Bottom
0.01;0.33;0.50;178.97;41.75;2;Bottom
0.01;0.28;0.89;185.43;55.77;2;Bottom
0.01;0.43;0.40;181.90;40.56;2;Bottom
0.04;0.22;2.73;180.12;75.75;2;Bottom
0.01;0.31;0.46;182.70;57.08;2;Bottom
0.01;0.27;0.81;15.58;61.24;2;Bottom
0.01;0.64;0.45;15.09;62.86;2;Bottom
0.01;0.28;1.02;174.24;43.48;2;Bottom
0.01;0.64;0.29;27.82;36.76;2;Bottom
0.01;0.32;0.47;160.70;33.27;2;Bottom
0.01;0.29;0.98;178.03;58.81;2;Bottom
0.01;0.27;1.03;17.00;64.50;2;Bottom
0.01;0.30;0.77;184.99;53.61;2;Bottom
0.03;0.25;1.79;187.96;31.33;2;Bottom
0.02;0.64;0.61;185.55;56.24;2;Bottom
0.01;0.33;0.44;181.02;34.93;2;Bottom
0.01;0.32;0.59;174.04;40.46;2;Bottom
0.01;0.42;0.55;181.59;42.00;2;Bottom
0.02;0.31;0.99;10.79;30.75;2;Bottom
0.01;0.35;0.51;184.43;56.68;2;Bottom
0.01;0.31;0.68;164.15;25.97;2;Bottom
0.01;0.30;0.71;24.58;36.34;2;Bottom
0.01;0.32;0.45;176.57;58.51;2;Bottom
0.01;0.30;0.60;16.18;62.80;2;Bottom
0.02;0.33;0.94;15.94;61.71;2;Bottom
0.01;0.33;0.52;168.55;45.27;2;Bottom
0.01;0.29;0.52;164.84;45.36;2;Bottom
0.03;0.29;1.64;15.82;64.31;2;Bottom
0.01;0.27;0.95;20.39;36.02;2;Bottom
0.01;0.45;0.34;181.48;42.33;2;Bottom
0.01;0.34;0.43;186.99;57.30;2;Bottom
0.01;0.29;0.72;180.91;42.19;2;Bottom
0.01;0.26;0.78;177.51;38.37;2;Bottom
0.01;0.41;0.36;15.72;63.43;2;Bottom
0.01;0.31;0.54;10.35;77.53;2;Bottom
0.01;0.36;0.41;14.54;62.84;2;Bottom
0.01;0.27;1.08;177.44;42.59;2;Bottom
0.02;0.61;0.56;25.53;36.55;2;Bottom
0.01;0.64;0.33;163.52;26.24;2;Bottom
0.01;0.31;0.48;22.62;37.43;2;Bottom
0.01;0.32;0.54;173.55;57.51;2;Bottom
0.01;0.61;0.41;57.33;20.97;2;Bottom
0.01;0.34;0.46;17.62;37.65;2;Bottom
0.03;0.30;1.56;16.07;62.43;2;Bottom
0.08;0.22;3.98;14.72;63.45;2;Bottom
0.01;0.33;0.46;171.73;44.95;2;Bottom
0.01;0.36;0.44;14.97;62.81;2;Bottom
0.01;0.32;0.68;160.97;22.48;2;Bottom
0.02;0.24;1.36;178.35;42.11;2;Bottom
0.01;0.27;0.91;12.95;49.00;2;Bottom
0.01;0.30;0.70;13.73;65.02;2;Bottom
0.02;0.28;1.08;179.26;61.46;2;Bottom
0.02;0.35;1.03;12.82;62.08;2;Bottom
0.01;0.30;0.52;29.86;39.27;2;Bottom
0.01;0.32;0.44;180.54;22.94;2;Bottom
0.01;0.33;0.43;178.60;43.98;2;Bottom
0.01;0.67;0.23;20.77;37.92;2;Bottom
0.02;0.41;0.75;14.90;62.19;2;Bottom
0.01;0.32;0.46;175.15;38.18;2;Bottom
0.01;0.32;0.46;166.02;22.58;2;Bottom
0.01;0.34;0.60;15.25;62.76;2;Bottom
0.01;0.39;0.41;13.04;66.89;2;Bottom
0.01;0.29;0.57;171.10;42.99;2;Bottom
0.01;0.31;0.51;179.37;43.60;2;Bottom
0.01;0.60;0.24;168.96;45.48;2;Bottom
0.01;0.42;0.49;188.75;56.35;2;Bottom
0.01;0.29;0.85;13.08;64.16;2;Bottom
0.02;0.27;1.45;183.33;43.62;2;Bottom
0.01;0.30;0.50;14.99;62.56;2;Bottom
0.01;0.29;0.80;15.33;62.84;2;Bottom
0.01;0.30;0.88;180.05;43.66;2;Bottom
0.01;0.33;0.46;164.10;27.73;2;Bottom
0.01;0.32;0.51;24.10;35.85;2;Bottom
0.02;0.39;1.04;175.70;44.23;2;Bottom
0.01;0.31;0.57;17.36;58.32;2;Bottom
0.04;0.22;2.44;18.55;58.38;2;Bottom
0.09;0.50;1.87;175.07;57.45;2;Bottom
0.01;0.32;0.45;11.75;61.66;2;Bottom
0.01;0.37;0.39;188.84;56.19;2;Bottom
0.01;0.30;0.71;169.36;25.70;2;Bottom
0.01;0.36;0.48;156.78;50.07;2;Bottom
0.01;0.29;0.52;15.82;63.29;2;Bottom
0.01;0.31;0.46;186.71;55.03;2;Bottom
0.01;0.33;0.52;22.49;35.77;2;Bottom
0.01;0.26;0.92;313.55;43.25;2;Bottom
0.01;0.58;0.31;171.94;28.84;2;Bottom
0.01;0.39;0.38;15.13;62.75;2;Bottom
0.01;0.28;0.79;177.82;45.72;2;Bottom
0.01;0.56;0.25;180.12;77.20;2;Bottom
0.01;0.32;0.72;173.78;43.06;2;Bottom
0.01;0.32;0.61;174.98;41.75;2;Bottom
0.01;0.31;0.71;14.57;62.63;2;Bottom
0.01;0.29;0.58;29.19;40.11;2;Bottom
0.01;0.34;0.59;174.29;61.10;2;Bottom
0.01;0.37;0.40;20.91;38.13;2;Bottom
0.01;0.30;0.52;17.18;60.59;2;Bottom
0.01;0.32;0.45;186.23;42.59;2;Bottom
0.01;0.32;0.67;180.28;33.78;2;Bottom
0.01;0.27;0.85;12.90;65.06;2;Bottom
0.01;0.32;0.61;10.70;63.54;2;Bottom
0.01;0.34;0.53;163.67;6.57;2;Bottom
0.01;0.32;0.45;22.99;36.24;2;Bottom
0.01;0.32;0.53;16.56;52.10;2;Bottom
0.02;0.27;1.20;178.03;43.61;2;Bottom
0.01;0.33;0.60;188.87;57.60;2;Bottom
0.04;0.63;0.88;183.23;56.67;2;Bottom
0.05;0.24;2.73;16.79;62.87;2;Bottom
0.01;0.36;0.55;185.21;54.77;2;Bottom
0.02;0.36;0.90;23.97;35.80;2;Bottom
0.01;0.54;0.31;15.72;62.39;2;Bottom
0.01;0.30;0.90;177.76;60.30;2;Bottom
0.01;0.42;0.38;20.51;50.77;2;Bottom
0.02;0.25;1.57;12.37;68.57;2;Bottom
0.09;0.21;4.63;175.74;58.86;2;Bottom
0.01;0.30;0.88;25.19;46.21;2;Bottom
0.04;0.35;1.53;20.53;37.64;2;Bottom
0.01;0.25;0.98;15.69;66.34;2;Bottom
0.01;0.36;0.41;186.83;11.19;2;Bottom
0.01;0.28;0.56;131.69;14.01;2;Bottom
0.01;0.30;0.63;21.45;42.81;2;Bottom
0.01;0.31;0.49;18.11;64.62;2;Bottom
0.02;0.30;1.00;20.74;45.21;2;Bottom
0.01;0.35;0.43;177.37;41.78;2;Bottom
0.01;0.30;0.68;183.56;53.24;2;Bottom
0.07;0.39;2.00;15.34;63.50;2;Bottom
0.37;0.37;6.69;14.36;61.53;2;Bottom
0.01;0.33;0.53;14.75;61.14;2;Bottom
0.42;0.53;5.08;157.09;24.31;2;Bottom
0.02;0.24;1.36;176.26;43.52;2;Bottom
0.03;0.27;1.90;158.97;27.23;2;Bottom
0.01;0.34;0.52;169.50;44.59;2;Bottom
0.01;0.64;0.32;191.45;41.91;2;Bottom
0.01;0.31;0.52;19.15;60.39;2;Bottom
0.01;0.63;0.26;16.03;64.36;2;Bottom
0.01;0.42;0.41;14.78;63.53;2;Bottom
0.01;0.31;0.54;17.21;64.65;2;Bottom
0.02;0.26;1.19;25.03;29.92;2;Bottom
0.02;0.60;0.57;177.34;23.40;2;Bottom
0.01;0.32;0.45;179.01;43.57;2;Bottom
0.03;0.23;2.05;176.34;34.58;2;Bottom
0.01;0.30;0.79;15.04;62.74;2;Bottom
0.01;0.30;0.95;15.06;62.59;2;Bottom
0.01;0.64;0.24;178.14;48.57;2;Bottom
0.01;0.30;0.51;14.50;59.55;2;Bottom
0.01;0.41;0.60;15.76;63.80;2;Bottom
0.01;0.29;0.81;23.66;36.40;2;Bottom
0.01;0.31;0.59;160.81;14.89;2;Bottom
0.02;0.23;1.43;180.80;57.61;2;Bottom
0.01;0.38;0.48;183.29;56.85;2;Bottom
0.01;0.33;0.51;176.59;42.13;2;Bottom
0.01;0.32;0.60;23.57;36.76;2;Bottom
0.01;0.31;0.64;159.89;27.09;2;Bottom
0.01;0.29;0.72;175.54;44.01;2;Bottom
0.01;0.31;0.49;174.19;44.38;2;Bottom
0.02;0.63;0.63;154.47;30.70;2;Bottom
0.01;0.36;0.81;177.00;41.05;2;Bottom
0.01;0.32;0.56;13.08;63.91;2;Bottom
0.04;0.25;2.21;157.87;29.10;2;Bottom
0.01;0.62;0.44;16.47;65.05;2;Bottom
0.01;0.64;0.27;21.72;35.72;2;Bottom
0.02;0.23;1.63;16.20;63.43;2;Bottom
0.01;0.29;0.52;18.51;42.52;2;Bottom
0.01;0.33;0.44;184.87;52.13;2;Bottom
0.01;0.33;0.44;178.10;39.75;2;Bottom
0.01;0.32;0.45;129.84;12.32;2;Bottom
0.03;0.25;1.69;181.14;56.56;2;Bottom
0.01;0.31;0.50;14.74;62.05;2;Bottom
0.01;0.32;0.64;30.00;28.70;2;Bottom
0.01;0.29;0.53;166.58;26.20;2;Bottom
0.01;0.58;0.28;171.17;43.20;2;Bottom
0.01;0.34;0.54;181.37;23.41;2;Bottom
0.01;0.32;0.53;178.98;8.00;2;Bottom
0.01;0.38;0.37;189.94;53.72;2;Bottom
0.03;0.25;1.95;19.57;36.63;2;Bottom
0.03;0.65;0.67;179.85;43.09;2;Bottom
0.01;0.29;0.56;183.78;54.63;2;Bottom
0.01;0.29;0.70;15.75;64.07;2;Bottom
0.01;0.65;0.31;179.53;41.08;2;Bottom
0.01;0.31;0.45;15.57;63.02;2;Bottom
0.01;0.26;0.73;185.89;54.33;2;Bottom
0.02;0.60;0.68;159.64;25.48;2;Bottom
0.01;0.31;0.50;158.10;24.62;2;Bottom
0.01;0.28;0.51;14.60;67.47;2;Bottom
0.01;0.25;1.14;146.93;21.82;2;Bottom
0.01;0.28;0.63;157.96;25.95;2;Bottom
0.01;0.38;0.41;173.90;45.32;2;Bottom
0.01;0.32;0.46;17.21;70.90;2;Bottom
0.16;0.39;3.61;11.30;53.04;2;Bottom
0.02;0.24;1.54;12.46;52.90;2;Bottom
0.01;0.32;0.49;16.79;70.02;2;Bottom
0.01;0.38;0.64;5.62;52.88;2;Bottom
0.01;0.35;0.58;178.52;42.99;2;Bottom
0.01;0.27;0.63;178.58;31.86;2;Bottom
0.01;0.31;0.46;178.62;42.64;2;Bottom
0.01;0.31;0.45;184.48;44.65;2;Bottom
0.05;0.26;2.60;3.94;52.37;2;Bottom
0.01;0.27;1.03;1.23;72.94;2;Bottom
0.01;0.25;0.98;177.01;42.82;2;Bottom
0.01;0.25;1.00;181.47;41.24;2;Bottom
0.01;0.42;0.46;186.31;68.79;2;Bottom
0.01;0.31;0.62;169.41;37.07;2;Bottom
0.01;0.63;0.44;6.55;73.30;2;Bottom
0.01;0.44;0.42;185.17;67.19;2;Bottom
0.03;0.48;0.93;13.31;53.20;2;Bottom
0.01;0.65;0.33;190.45;76.53;2;Bottom
0.01;0.64;0.30;187.55;58.82;2;Bottom
0.01;0.36;0.55;18.91;53.91;2;Bottom
0.04;0.64;0.89;1.94;68.73;2;Bottom
0.01;0.32;0.49;185.64;54.66;2;Bottom
0.01;0.29;0.58;190.59;71.75;2;Bottom
0.01;0.30;0.56;177.27;34.78;2;Bottom
0.01;0.38;0.53;15.52;53.67;2;Bottom
0.01;0.33;0.44;20.76;50.01;2;Bottom
0.01;0.29;0.61;172.44;20.37;2;Bottom
0.02;0.25;1.26;18.86;34.42;2;Bottom
0.01;0.28;0.71;184.50;31.38;2;Bottom
0.02;0.63;0.57;5.81;82.86;2;Bottom
0.01;0.29;0.50;23.22;53.28;2;Bottom
0.01;0.31;0.55;177.80;34.03;2;Bottom
0.01;0.32;0.46;185.12;64.37;2;Bottom
0.01;0.31;0.93;187.37;70.83;2;Bottom
0.01;0.33;0.49;8.58;67.91;2;Bottom
0.01;0.32;0.44;181.50;82.30;2;Bottom
0.01;0.33;0.43;185.11;50.71;2;Bottom
0.01;0.28;0.76;180.13;29.31;2;Bottom
0.01;0.27;0.66;178.80;46.15;2;Bottom
0.01;0.30;0.53;180.16;42.07;2;Bottom
0.01;0.27;1.03;179.26;39.94;2;Bottom
0.01;0.29;0.89;15.73;78.92;2;Bottom
0.01;0.30;0.52;180.90;40.14;2;Bottom
0.01;0.36;0.41;13.60;69.30;2;Bottom
0.01;0.34;0.42;179.93;44.93;2;Bottom
0.01;0.62;0.41;12.67;66.95;2;Bottom
0.01;0.27;0.65;17.51;52.56;2;Bottom
0.01;0.42;0.40;179.33;43.95;2;Bottom
0.01;0.43;0.34;22.75;55.04;2;Bottom
0.01;0.35;0.48;6.16;48.30;2;Bottom
0.01;0.28;0.67;182.43;64.41;2;Bottom
0.01;0.27;0.98;18.06;70.21;2;Bottom
0.01;0.28;0.60;177.16;43.28;2;Bottom
0.01;0.29;0.60;17.27;68.74;2;Bottom
0.01;0.31;0.50;179.10;42.52;2;Bottom
0.02;0.27;1.18;145.30;14.74;2;Bottom
0.01;0.31;0.51;180.99;42.82;2;Bottom
0.01;0.30;0.73;186.81;69.17;2;Bottom
0.01;0.33;0.48;179.70;41.44;2;Bottom
0.01;0.32;0.45;176.67;42.09;2;Bottom
0.01;0.30;0.47;33.12;25.49;2;Bottom
0.01;0.32;0.45;10.14;70.52;2;Bottom
0.03;0.25;1.75;157.19;72.78;2;Bottom
0.01;0.31;0.45;81.99;6.82;2;Bottom
0.01;0.33;0.55;147.09;48.56;2;Bottom
0.01;0.64;0.33;187.26;69.91;2;Bottom
0.09;0.32;3.03;188.09;46.30;2;Bottom
0.01;0.34;0.60;180.71;54.19;2;Bottom
0.04;0.61;0.99;188.44;69.17;2;Bottom
0.01;0.64;0.24;16.77;67.91;2;Bottom
0.01;0.31;0.56;3.76;30.60;2;Bottom
0.01;0.30;0.55;65.42;22.39;2;Bottom
0.01;0.28;0.67;24.16;41.56;2;Bottom
